Time,Source,Destination,Protocol,Length,Src port,Dest port,Target
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62884,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62885,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62886,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62887,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62888,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62889,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62890,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62891,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62892,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62893,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62894,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62895,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62896,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62897,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62898,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62899,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62900,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62901,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62902,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62903,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62904,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62905,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62906,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62907,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62908,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62909,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62910,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62911,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62912,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62913,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62914,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62915,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62916,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62917,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62918,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62919,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62920,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62921,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62922,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62923,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62924,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62925,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62926,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62927,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62928,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62929,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62930,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62931,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62932,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62933,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62934,80,1
21:11.4,192.168.122.46,192.168.122.190,TCP,66,49831,80,1
21:11.4,192.168.122.46,192.168.122.190,TCP,66,49832,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62935,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62936,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62937,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62938,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62939,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62940,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62941,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,63873,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62942,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62943,80,1
21:11.4,192.168.122.34,192.168.122.190,TCP,66,62944,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63874,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63875,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63876,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63877,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63878,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63879,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63880,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63881,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63882,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63883,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63884,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63885,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63886,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63887,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63888,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63889,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63890,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63891,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63892,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63893,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63894,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63895,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62945,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62946,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62947,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62948,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62949,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62950,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62951,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62952,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62953,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62954,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62955,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62956,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62957,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62958,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62959,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62960,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62961,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62962,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62963,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62964,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62965,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62966,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62967,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62968,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62969,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62970,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62971,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,62972,80,1
21:11.5,192.168.122.46,192.168.122.190,TCP,66,49835,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63080,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63081,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63082,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63083,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63084,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63085,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63086,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63087,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63088,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63089,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63090,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63091,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63092,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63093,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63094,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63095,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63096,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63097,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63098,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63099,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63100,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63101,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63102,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63103,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63104,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63105,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63106,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63107,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63108,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63109,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63110,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63111,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63112,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63113,80,1
21:11.5,192.168.122.46,192.168.122.190,TCP,66,49836,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63114,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63115,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63116,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63117,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63118,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63119,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63120,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63121,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63122,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63123,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63124,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63125,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63126,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63127,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63128,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63129,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63130,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63131,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63132,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63133,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63134,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63135,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63136,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63137,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63138,80,1
21:11.5,192.168.122.46,192.168.122.190,TCP,66,49836,80,1
21:11.5,192.168.122.46,192.168.122.190,TCP,66,49837,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63151,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63152,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63897,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63153,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63154,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63155,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63898,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63899,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63156,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63157,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63158,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63159,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63900,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63160,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63161,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63901,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63902,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63162,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63163,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63164,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63165,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63166,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63903,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63167,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63168,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63169,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63904,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63905,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63170,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63171,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63906,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63907,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63172,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63173,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63174,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63175,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63176,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63908,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63909,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63910,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63177,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63178,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63179,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63911,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63912,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63913,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63914,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63915,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63180,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63181,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63182,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63916,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63917,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63918,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63183,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63184,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63185,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63186,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63187,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63919,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63920,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63921,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63922,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63188,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63189,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63190,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63923,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63924,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63925,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63926,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63927,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63191,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63192,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63193,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63194,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63928,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63929,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63930,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63195,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63196,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63931,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63932,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63197,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63198,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63199,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63933,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63934,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63379,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63380,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63381,80,1
21:11.5,192.168.122.46,192.168.122.190,TCP,66,49838,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63386,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63387,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63388,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63389,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63390,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63391,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63392,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63393,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63394,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63395,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63396,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63397,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63398,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63399,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63400,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63401,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63402,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63403,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63404,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63405,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63406,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63407,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63408,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63409,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63410,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63411,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63412,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63413,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63414,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63415,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63416,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63417,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63418,80,1
21:11.5,192.168.122.46,192.168.122.190,TCP,66,49839,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63513,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63514,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63515,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63516,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63517,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63518,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63519,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63974,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63520,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63521,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63522,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63523,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63975,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63524,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63525,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63526,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63976,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63977,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63978,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63979,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63527,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63528,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63980,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63981,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63982,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63983,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63984,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63985,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63529,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63530,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63531,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63532,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63533,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63534,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63535,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63536,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63537,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63538,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63539,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63540,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63541,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63542,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63543,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63544,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63545,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63546,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63547,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63548,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63549,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63550,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63551,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63552,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63553,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63554,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63555,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63556,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63557,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63558,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63559,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63560,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63561,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63562,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63563,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63564,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63565,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63566,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63567,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63568,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63569,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63575,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63576,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63577,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63578,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63579,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63580,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63581,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63582,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63583,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63986,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63584,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63585,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63586,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63587,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63987,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63988,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63989,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63990,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63991,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63588,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63589,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63590,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63591,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63992,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63993,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63592,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63593,80,1
21:11.5,192.168.122.34,192.168.122.190,TCP,66,63594,80,1
