Time,Source,Destination,Protocol,Length,Src port,Dest port,Target
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52362,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52363,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52364,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52365,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52366,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52367,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52368,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52369,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52370,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52371,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52075,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52076,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52077,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52078,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52079,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52080,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52081,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52082,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52083,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52084,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52085,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52086,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52087,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52088,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52372,80,1
21:44.1,192.168.122.46,192.168.122.190,TCP,66,50277,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52373,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52374,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52375,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52376,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52377,80,1
21:44.1,192.168.122.159,192.168.122.190,TCP,78,49303,80,1
21:44.1,192.168.122.159,192.168.122.190,TCP,78,49304,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52378,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52379,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52380,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52381,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52382,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52383,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52384,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52385,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52386,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52387,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52388,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52389,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52390,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52391,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52392,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52393,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52394,80,1
21:44.1,192.168.122.46,192.168.122.190,TCP,66,50278,80,1
21:44.1,192.168.122.46,192.168.122.190,TCP,66,50279,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52395,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52396,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52397,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52398,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52399,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52400,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52401,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52402,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52403,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52404,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52405,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52406,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52407,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52408,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52409,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52410,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52411,80,1
21:44.1,192.168.122.46,192.168.122.190,TCP,66,50282,80,1
21:44.1,192.168.122.46,192.168.122.190,TCP,66,50280,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52412,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52413,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52414,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52415,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52416,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52417,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52418,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52419,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52420,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52421,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52422,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52423,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52424,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52425,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52426,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52427,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52428,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52429,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52430,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52431,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52432,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52433,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52434,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52435,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52436,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52437,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52438,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49854,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49855,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49856,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49857,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49858,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49859,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49860,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49861,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49862,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49863,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49864,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49865,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49866,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49867,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49868,80,1
21:44.1,192.168.122.46,192.168.122.190,TCP,66,50281,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52439,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52440,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52441,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52442,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52443,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52444,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52445,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52446,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52447,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52448,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52449,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52450,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49869,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49870,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49871,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49872,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49873,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49874,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49875,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49876,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49877,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49878,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49879,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52451,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52452,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52453,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49880,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52454,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52455,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49881,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49882,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49883,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49884,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49885,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52456,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49886,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49887,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49888,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49889,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49890,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49891,80,1
21:44.1,192.168.122.159,192.168.122.190,TCP,78,49305,80,1
21:44.1,192.168.122.46,192.168.122.190,TCP,66,50252,80,1
21:44.1,192.168.122.46,192.168.122.190,TCP,66,50253,80,1
21:44.1,192.168.122.46,192.168.122.190,TCP,66,50262,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52457,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52458,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49892,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49893,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49894,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49895,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,52459,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49896,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49897,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49898,80,1
21:44.1,192.168.122.34,192.168.122.190,TCP,66,49899,80,1
21:44.3,192.168.122.190,4.1.82.186,TCP,66,50067,443,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49900,80,1
21:44.3,192.168.122.46,192.168.122.190,TCP,66,50263,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49901,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49902,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49903,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49904,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49905,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49906,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49907,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49908,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49909,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49910,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49911,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49912,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49913,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49914,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49915,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49916,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49917,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49918,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,52460,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49919,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,52461,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49920,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49921,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,52462,80,1
21:44.3,192.168.122.46,192.168.122.190,TCP,66,50266,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49922,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,52463,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,52464,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49923,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49924,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49925,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49926,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49927,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,52465,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49928,80,1
21:44.3,192.168.122.34,192.168.122.190,TCP,66,49929,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49930,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49931,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49932,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49933,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49934,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49935,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49936,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49937,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49938,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49939,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49940,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49941,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49942,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49943,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49944,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49945,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49946,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49947,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49948,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49949,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49950,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49951,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52466,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52467,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52468,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52469,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52470,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52471,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52472,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52473,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52474,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52475,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52476,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52477,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52478,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52479,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52480,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52481,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52482,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52483,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52484,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52485,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52486,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52487,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,52488,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49952,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49953,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49954,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49955,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49956,80,1
21:44.4,192.168.122.34,192.168.122.190,TCP,66,49957,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52489,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49958,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49959,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52490,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52491,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49960,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52492,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49961,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49962,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52493,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49963,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52494,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52495,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49964,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52496,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52497,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49965,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49966,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49967,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49968,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52498,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52499,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49969,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49970,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49971,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49972,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49973,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49974,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49975,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49976,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49977,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49978,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49979,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49980,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49981,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49982,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49983,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49984,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49985,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49986,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49987,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49988,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49989,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49990,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49991,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49992,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49993,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49994,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49995,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49996,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49997,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49998,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,49999,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50000,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50001,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50002,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50003,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50004,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50005,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52500,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52501,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50006,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50007,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50008,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50009,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50010,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50011,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50012,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50013,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52502,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50014,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50015,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50016,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52503,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50017,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50018,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50019,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52504,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50020,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50021,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50022,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50023,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52505,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50024,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50025,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50026,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50027,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50028,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50029,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50030,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50031,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50032,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50033,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50034,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50035,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50036,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50037,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50038,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50039,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50040,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50041,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50042,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50043,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50044,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50045,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50046,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50047,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50048,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50049,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50050,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50051,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52506,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50052,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50053,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50054,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50055,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50056,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50057,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50058,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50059,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,50060,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52507,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52508,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52089,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52090,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52509,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52091,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52092,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52510,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52511,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,51452,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52512,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52513,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,51453,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,52514,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,51454,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,51455,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,51456,80,1
21:44.5,192.168.122.34,192.168.122.190,TCP,66,51457,80,1
